372, 988
624, 996
396, 1196
596, 1188
364, 968
792, 1380

676, 1084
672, 1212
476, 1084
468, 1196
464, 1084
872, 1308

668, 1272
460, 1280
656, 1144
468, 1156
448, 1144
860, 1388

404, 1376
436, 1252
636, 1384
648, 1248
408, 1232
880, 1528

352, 1316
572, 1332
328, 1460
568, 1476
360, 1316
780, 1608
